paper_id,keyword,field_id
79BABCCB,generic algorithm,008782E9
79BABCCB,knowledge discovery,072FB855
79C1DDD5,information need,04B56F66
79C1DDD5,satisfiability,0A0F4889
79C34CE0,social welfare,1FFDF902
79D3E6F7,web search engine,1F1A457A
79F4FFF8,learning to rank,0520D581
79F65EFB,design,025FEB36
7A07F62F,compression ratio,0189A250
7A4CE2F3,indexation,0B1AE4E8
7A7613D2,linked data,041E01D9
7A9150FD,situation awareness,08B0CE95
7A92B99A,data mining,0765A2E4
7AB04C2B,search engine,05D52366
7ABE0DC7,query language,0B721F10
7ACD4E75,recommender systems,213A570A
7ADC4E4C,probabilistic analysis,0174618C
7ADC4E4C,system performance,0B274714
7B00E49F,prediction model,02BAEDB1
7B074896,privacy policy,0622B694
7B18B4E6,ergonomics,09F03076
7B234499,xml,00863DF2
7B25D3CF,web services,021EE282
7B27682D,language modeling,082EEFC0
7B2A8CC6,summarization,0A2F183E
7B2E0CAB,resource allocation,01BD96E4
7B2FE3E2,sql,1E7343E3
7B333C9B,web service,021EE282
7B57FB07,natural language processing,0C2DB2A7
7B8606AB,context dependent,04920856
7BC471DD,search engine,05D52366
7BD46CE0,web security,01516333
7BE062DF,html5,0502B581
7BFA64FF,error rate,02712487
7C30ED4F,semantic web,00207EA7
7C8D3CFA,reference material,0602FCB9
7CC4D08D,modeling,069D2D07
7CC73D64,social network,05242AA7
7CC74DBC,web pages,014F152B
7CD3B63A,xml schema,0856B19F
7CDE2283,cache memory,0B4FDDEA
7CF23C90,p2p,1FE26BE6
7D054E14,web service,021EE282
7D1EF9EF,web usage mining,0BBEAF3D
7D1F622F,web applications,07125B99
7D1FBDAE,quality of service,004E1EE9
7D300EB0,distributed database,042D0DE6
7D3A53BE,public relations,025B78CE
7D4237FA,owl,0608A6F7
7D48FEB8,relational data,00564A32
7D56DC0E,satisfiability,0A0F4889
7D67BD30,internet protocol,021B463A
7D6E9962,computer model,1DD1FB15
7D8E476A,active filter,051EB77D
7D9D9951,standardization,0B35FD98
7D9FE337,knowledge representation,099D42EF
7DA0ADFB,p2p,1FE26BE6
7DAAB8FE,java,20AD2170
7DC473B3,data mining,0765A2E4
7DD8399A,hmm,0162605E
7DF35481,security,1F734584
7DF4A2A3,search engine,05D52366
7DFB16AA,reinforcement,0401711C
7E0440DF,image retrieval,0019729E
7E0440DF,search engine,05D52366
7E1FB004,social dynamic,040581CF
7E27E6FE,web service,021EE282
7E4BB1DC,web pages,014F152B
7E5A9CD0,social media,1EEA6379
7E5D9936,web personalization,0AE867C7
7E7F89DE,web browsing,03A4415E
7E84F333,rdf,08CAA204
7E9AABC7,web,0826DA74
7E9AB16C,natural language,0BA46B7D
7E9C4BC1,web engineering,05CB279C
7EB82CB1,lower bound,049F5EFA
7ECB85C0,viral marketing,0B258617
7EE51354,importance sampling,0324C066
7EE8ED2D,tracking system,0936CD91
7EF138C5,indexation,0B1AE4E8
7EF492CA,web interface,0555BE69
7F088D72,search engine,05D52366
7F089D49,search engine,05D52366
7F0F6BB4,community structure,07EEA35C
7F1BB77E,type system,013C78BD
7F23B019,connectionism,008206EC
7F2414B8,web search engine,1F1A457A
7F2746DE,social media,1EEA6379
7F38895B,web services,021EE282
7F3F12C4,satisfiability,0A0F4889
7F4211FC,collaborative filtering,0149209A
7F54D50F,repurposing,1EF77EE3
7F57C969,probability distribution,08E84D01
7F5CEDB7,feature selection,08D9ADFD
7F600DFB,bayesian network,020298BB
7F635511,information extraction,0BABCAD2
7F6D9D3E,change management,06AEBF7F
7F7A5F5A,automata,06B4B1A2
7F869CFB,environmental science,0259B070
7F9292A1,indexing,047AEE7D
7F946536,data management,00197524
7F946536,hashing,05E8BA92
7FA0515A,ecological forecasting,05BC8295
7FA3ED19,xml document,00863DF2
7FB88A13,collaborative filtering,0149209A
7FCD98CF,process model,04964260
7FD4CA46,qos,004E1EE9
7FDED940,information retrieval,0160D514
7FEA9237,service discovery,0896BEFA
7FF29CC5,business process,05164482
7FFC7950,thumbnails,098C114C
8005EEFF,world wide web,0826DA74
801EFCED,simulation experiment,0536A2A7
80266D35,clustering,04625E4E
802D7103,social network analysis,06D662E0
80486674,diversification,0AC891C2
80554C99,personalized learning,0877585D
805D8314,document retrieval,099B0DD0
80645B9E,qos,004E1EE9
80648096,design,025FEB36
806AD215,mobile device,0B24E4DD
806DE526,machine learning,0724DFBA
80855CE3,semi supervised learning,0383DEC0
809E964C,indexation,0B1AE4E8
80A35C17,treatment effect,05532EA0
80AC9E76,measurement,02CB6F12
80ACF3CB,algorithms,00AE2819
80B8E91C,bipartite graph,0BC8047E
80BF5155,user requirements,088A1757
80C48A57,representation,0300270B
80C6F3FB,ontologies,09F001E0
80C88511,music,1FF106C8
80CB2EEB,data mining,0765A2E4
80DC5E2A,dsn,0B2709EB
80E333E2,case base reasoning,0133A61F
80EEB077,information extraction,0BABCAD2
80F18574,requirements,038BB89C
80F5DA3F,competition,057138D5
80F8AB5D,metadata,0592FC03
80FA37F3,search engine,05D52366
80FA37F3,social network,05242AA7
80FEAB8D,consumer surplus,09FA3A92
81018A8A,recommender system,213A570A
8112A79E,computer science,0271BC14
81146172,named entity disambiguation,05C3B493
812330E1,internet,069BD3D4
81395CAB,group dynamics,0C25CC49
813E5845,social media,1EEA6379
81421E17,views,033BA1DC
81487384,xml document,00863DF2
814D776A,metadata,0592FC03
815231C3,semantic web,00207EA7
82F6C7A3,crowdsourcing,03B58E50
8300D2B6,data mining,0765A2E4
8338C1ED,information retrieval,0160D514
84286A96,user generated content,06099CD9
849C8DD9,rdf,08CAA204
852DCD72,responsive web design,2026DA7F
853ED6B2,data exchange,00F1CA12
85AE0271,templates,04EE2015
862A1A78,user analysis,0591A4D0
8630221A,knowledge base,00457FEE
000215D4,document retrieval,099B0DD0
0044806E,world wide web,0826DA74
015DCF27,social network,05242AA7
022A1C78,indexation,0B1AE4E8
032A01E0,sentiment analysis,03F53920
04E27A43,search engine,05D52366
0512F157,web accessibility,0B9A6D27
0512F157,web service,021EE282
059EEAB1,statistics,064E5072
05A8C7E2,social media,1EEA6379
06446C7B,web of data,00207EA7
07499E3C,dark matter,097DF37D
07DD0CCF,web service,021EE282
08183D75,linked data,041E01D9
0868079C,software component,0A697672
0878B56A,relational database,00564A32
08B7DB99,indexation,0B1AE4E8
0A5F5665,reputation,02E89B27
0B7325F3,mobile agent,050F18A9
0BDEE2D6,distributed systems,072BDC64
3EC5193B,metrics,0BAB60C5
3F9B59EB,deep learning,0678D933
413ADC84,image analysis,01B1E4E6
4155AEB5,analysis,014F8011
4236E063,clickthrough rate,06DD6CCF
583FAE78,hypertext,09AB37EA
596E86F7,search engine,05D52366
59CADC0F,algorithms,00AE2819
5BC9DEF0,data models,040130E0
5BC9DEF0,world wide web,0826DA74
5BE5FE46,mechanism design,09267DFF
5D175072,scheduling algorithm,06BF4E3A
5DC457B7,small world network,0AED69EB
5EC817B5,www,0826DA74
5F4360D4,neural network,0304C748
6656331B,relevance,096D3F16
67DAF57E,microblog,088A357C
6F5B183D,data visualisation,0A461F34
7291836F,quadratic programming,04E0DC0B
72D31088,scaling,05F382DE
744442B3,sparql,0271BFD9
745B496F,relation extraction,0927D268
7521EE4E,web server,00ADD5F2
7525487E,world wide web,0826DA74
7527BA4C,information system,0ABD9D9D
75306677,social network,05242AA7
754A6DC4,middleware,08183038
7556670D,indexation,0B1AE4E8
7566D32F,auctions,09BAD753
7589DC90,www,0826DA74
7590B035,software engineering,06E88D7C
7595D2EC,access control,1F75EC2F
75ACCFCA,publisher,090B0CE0
75B8ECE8,evaluation,010D85B2
75EBCB6B,scene graph,0AB10083
75EC7A2E,attribution,088A9323
75F4593B,formal semantics,050D9AB2
75FC2C00,www,0826DA74
76000D07,real time,04BB9B33
7600598B,query language,0B721F10
7619AE27,world wide web,0826DA74
761B5EC9,wikipedia,00258A22
762410EA,bitmap index,057D843C
762E20CD,aspect oriented,039450E0
76388A76,random processes,007E3B49
763E2FD8,utility computing,05129F4B
76932184,graphical models,094A0611
769863B6,client,01A6DF54
769863B6,proxy,0653F883
76BE1B1E,mobile computer,089D907D
76BE2FD7,sampling,056A2510
76BF1808,linked data,041E01D9
76D6744B,distributed computing,072BDC64
76E3FCA0,graphical user interfaces,02409D49
77071012,term frequency,04DF876B
770EB360,sliding window,061A60E9
772F2BFF,data mining,0765A2E4
77389AED,propagation,02452CEA
773E887E,indexation,0B1AE4E8
774BE21C,xml,00863DF2
77509359,domain specific language,080FDBBF
777DBE10,information retrieval,0160D514
77A29870,serializability,0B6AF428
77D497A2,relevance,096D3F16
77E783D0,structured data,0090990D
77F5788A,algorithms,00AE2819
77FF1D39,software component,0A697672
7808E458,ontology,0189D6E8
78152079,xml,00863DF2
7824C87E,benchmark,0B130EF1
7836C8D4,bpel,004B2FA2
7836C8D4,quality of life,000FDD8B
7848D6F6,semi supervised learning,0383DEC0
7873FBCF,semantic search,09EB6ABF
78909341,implementation,01979BDF
789DCB23,naive bayes,03197C4D
78C2F360,social media,1EEA6379
78CDBB9D,internal medicine,07878552
78E21799,low latency,0A10362B
78F25865,spam,095F300A
79064342,simulation experiment,0536A2A7
7907E1AB,social network analysis,06D662E0
79169B8D,mobile computer,089D907D
792B9127,conceptual model,00CF9FEB
792B9127,ontology,0189D6E8
792C8016,non functional requirement,0BE7E5F9
795EA1FC,query language,0B721F10
79618F9D,css,058E5378
79805C2C,3d visualization,022C6839
7989D657,3d visualization,022C6839
798D8DBD,design,025FEB36
79A19ED0,meta search engine,0A5EB94C
79C34CE0,auction theory,00AC1205
79D176D1,approximation,0814962A
79FA1F78,business model,0040583A
7A3DFC1A,creativity,00A80924
7A521093,semantic web,00207EA7
7A62D9AA,language technology,00E3A64D
7A645A6B,linear program,02724C38
7A6993B4,web pages,014F152B
7A6C1DE1,formal power series,090B767C
7AA77A1D,social interaction,07C09FE0
7AA80A97,distributed application,072BDC64
7AC8224F,business value,08C6B414
7AD4D54C,temporal database,049B2912
7AE2F627,xml,00863DF2
7AFDC61D,feature space,04FCA2EE
7AFDC61D,web personalization,0AE867C7
7B107BEF,advertising,06B7A533
7B2A8CC6,micro blogging,088A357C
7B2FE3E2,relational database,00564A32
7B37451B,microblog,088A357C
7B6FBD8E,web mining,0BBEAF3D
7B7AA599,data capture,063BCEC1
7B7B32ED,sentiment analysis,03F53920
7BD0634B,noise reduction,09BBAB7B
7BF960C8,cell division,051D682D
7BFAA285,service management,02E93DFB
7C11B7EB,keys,0194A176
7C2D71DF,collaboration,215A1CAF
7C3226D1,design,025FEB36
7C42B2BB,digital library,1EA11BEA
7C42B2BB,indexation,0B1AE4E8
7C5A9386,rdf,08CAA204
7C5CBF21,web search engine,1F1A457A
7C632BCA,system architecture,05D7BF9C
7C85FA2D,social web,1E0943DD
7CA05884,performance,03D62B2D
7CA05884,web browsing,03A4415E
7CA38ECC,stop words,0B39D007
7CDE2283,web servers,00ADD5F2
7CE10FC4,social network,05242AA7
7CEB1BD0,service oriented architecture,03666318
7CF5DAB3,markov chain,05E30395
7CF70654,mixed strategy,054D6AF9
7D0A02D4,web pages,014F152B
7D0B31B8,language model,082EEFC0
7D0C0B12,anonymity,0A9C2677
7D10182D,content analysis,09AEBB9C
7D10182D,information retrieval,0160D514
7D2900FF,performance,03D62B2D
7D2C9116,breakpoints,0C55998F
7D3CC4BF,design patterns,08B49EF3
7D40CD6B,data storage,0B9B7E5E
7D4237FA,rdf,08CAA204
7D49017D,geographic location,03B1BF02
7D4EF9AA,user modeling,04093723
7D56B53D,web service,021EE282
7D617E05,neural network,0304C748
7D70DFB1,stationary state,02D42759
7D7F181B,collaborative filtering,0149209A
7D8E476A,statistical analysis,064E5072
7D95C92A,e commerce,04AF4EC1
7DA0ADFB,polynomial time,0004C188
7DB8D249,software component,0A697672
7DC7D449,graph theory,05424A12
7DCC02FB,reliability,08CD4FCE
7DCC02FB,self insurance,061686EF
7DCDC2E1,relational database,00564A32
7DE2614D,semantic web,00207EA7
7DED54A3,e commerce,04AF4EC1
7DFA05CE,real estate,04E77A65
7DFD6839,data capture,063BCEC1
7DFEA1C9,privacy,04A33560
7E04E942,natural language,0BA46B7D
7E286D48,trust,015B4C09
7E2F8687,natural language processing,0C2DB2A7
7E3038AA,layered architecture,04CB81C4
7E340B72,dynamic system,0AA68668
7E42CAE3,collective behavior,05FB0DEA
7E57E586,prediction,079208FE
7E5D0F49,collective intelligence,054EE7BB
7E6A592A,game theory,0A8EFC34
7E79B30C,semantic web,00207EA7
7E7BF489,semantic web,00207EA7
7E84F333,organization,09EF3F02
7E84F333,semantic web,00207EA7
7E9AABC7,reuse,0C504925
7EACABDC,internet,069BD3D4
7EB42A95,exploratory study,051FDBE2
7EBCE187,topic model,0A3BB9C0
7EBE2382,rdf,08CAA204
7EC40917,body of knowledge,0B1E334F
7EC40917,community,004609FA
7EC40917,social media,1EEA6379
7EC5B32F,web mining,0BBEAF3D
7ECC027C,really simple syndication,00246699
7ECC027C,web development,04BB259B
7ED0AEF8,genetic algorithm,008782E9
7EE12006,user generated content,06099CD9
7EE51354,search engines,05D52366
7EE7A60E,software development,1F8A8C04
7EF1EA89,digital libraries,1EA11BEA
7EF4670B,search engine,05D52366
7F00E9BA,web pages,014F152B
7F00F6FF,security,1F734584
7F0252D9,search engine,05D52366
7F0B5358,semantic web,00207EA7
7F0EA250,personalization,0AE867C7
7F12F2D4,xml document,00863DF2
7F13AB06,tin can,001FE6D6
7F330ACD,markup language,02BBFF34
7F4B69DB,annotation,0A0E321B
7F4DCF10,user model,04093723
7F4E79B8,auctions,09BAD753
7F5B7F1C,web service,021EE282
7F60055B,e commerce,04AF4EC1
7F635511,structured data,0090990D
7F90FDCB,linear time,0004C188
7F9292A1,graph partitioning,02EA3506
7F9371FC,web pages,014F152B
7F9B65A3,fault detection,091AB76F
7FA7317E,mobile web,1ECD34E6
7FC084B5,information exchange,0B4E7F98
7FC5B747,web service,021EE282
7FD2ED45,dns,02167680
7FD4CA46,process model,04964260
7FDC76A1,feedback loop,0B23A91B
7FE1BEF8,collective knowledge,054EE7BB
7FECE024,application server,09CEE641
7FF01E04,digital libraries,1EA11BEA
7FF29CC5,workflow management,0A900D5D
8009C4DD,belief propagation,091DD092
800E14F6,web crawling,00D1B74C
80197830,secure communication,1E73423D
801EA133,performance,03D62B2D
801EFCED,data mining,0765A2E4
801F46BB,reuse,0C504925
8023E007,personalization,0AE867C7
803A5612,web query,09C846B9
803B744A,satisfiability,0A0F4889
804D894E,similarity,0627E7A3
8065B2D3,search engine,05D52366
8065DE76,svm,00BB2E8D
807DC1F5,xml document,00863DF2
80851BF0,design management,0193DA79
80A35C17,online advertising,1E89AAC1
80A9A67D,synthetic data,0997757E
80AC24BC,web mining,0BBEAF3D
80C61184,ontology,0189D6E8
80E369C2,data collection,07F47865
80E51092,performance,03D62B2D
80EAF9A2,elliptic curve cryptography,09FD9C21
80F18574,value,0ADEACFC
80F18574,web engineering,05CB279C
81056140,knowledge management,0361C4E6
810C0B9A,knowledge management,0361C4E6
810E2107,web mining,0BBEAF3D
81148DCC,rss,00246699
81149A7D,social network analysis,06D662E0
8116BB3E,location based services,094191A6
811A65F9,mobile devices,0B24E4DD
811F42B7,predicate logic,012C7181
812512FA,digital tv,1F08F890
81255B08,data structure,09ACCB7D
81283F06,architectural pattern,044EEB03
812BA203,computer mediated communication,068B16C1
8136EB0E,classification,02E72525
813B94C8,web mining,0BBEAF3D
81487384,temporal database,049B2912
8150D0EB,rate of change,039E7BED
8150D0EB,search engine,05D52366
81552C4E,navigation,0ACE8619
8167FA8C,global optimization,09D1EC85
8175A4D7,approximation,0814962A
82826998,measurement,02CB6F12
835D3F7A,web of things,05AEE99C
837541E4,degree of separation,0B3E769D
84035CC1,performance,03D62B2D
84286A96,digital media,010D0C00
8563D72A,dom,08388832
8587D699,machine learning,0724DFBA
861F12C9,personalization,0AE867C7
8627B216,semantic web,00207EA7
8629875A,graph databases,0A80FCB2
862A4C91,adversarial information retrieval,06F0816C
863D0219,intelligent agents,046A4108
863DC7B2,clustering,04625E4E
000215D4,satisfiability,0A0F4889
0103243F,semantic integration,069C3FBD
01520E7F,p2p,1FE26BE6
01B7DCCA,crowdsourcing,03B58E50
01E0F3BB,feature extraction,0322F49A
032A74F0,graph drawing,06BB899B
03D2C674,semantic web,00207EA7
0407B2FD,search engine,05D52366
045708B5,parallel computer,0A590CEF
0499D194,information management,07A891FA
05CCE9AF,web accessibility,0B9A6D27
06443FF4,visual system,071925F5
06DBFA39,virtual reality,0B9EFF3D
07CA2C69,ranking,0BCC2418
0878B56A,xml document,00863DF2
08959829,web service,021EE282
0935AD48,semantic similarity,07C47F14
0A6F3CA4,workflow management system,0864D039
0B324BC0,open content,1F54C964
0B83F9D1,document object model,08388832
0B9DC420,networked control system,001AD98F
0BDEE2D6,web apis,079B388A
0C158C75,data model,0090990D
0F2741CB,distributed system,072BDC64
3ED380D7,social media,1EEA6379
3EE26463,social media,1EEA6379
3F3EA3A0,integer linear programming,0357D0DE
412CFA2C,personalization,0AE867C7
4155AEB5,social media,1EEA6379
42B6F8BE,clustering,04625E4E
58E6F9AB,push,0AC489D4
5CF691A9,intelligent agent,046A4108
5D23ABA9,social network,05242AA7
5D5C08D4,high level language,012249DB
5E909AAE,world wide web,0826DA74
5E9952FD,malware,20492695
5F04F5B0,component based development,0A697672
5FC92FF1,software engineering,06E88D7C
5FD5E900,decision support,0665AEB3
66524E9D,languages,0A7600ED
6A02CD75,evolution,09F93DAF
6AA99DEC,social media,1EEA6379
6E6C18FC,linked data,041E01D9
7128DBDA,data protection,04225CBE
71C8EB23,machine translation,0C199D1F
7291836F,integer linear programming,0357D0DE
737587AD,information exchange,0B4E7F98
73AAB89B,matrix factorization,028649F0
74ECA363,crowdsourcing,03B58E50
751D8756,viral marketing,0B258617
7520DDB2,visualisation,022C6839
752FEE08,social network,05242AA7
7533867B,open learning,00E6BE54
753A7E38,sparql,0271BFD9
7541391E,euclidean space,0B1D0385
7546F002,navigation,0ACE8619
754FACA2,crawling,05FB8228
757CCE1D,path analysis,04EF55D5
758748BF,software security,03BFFA9A
75936628,social web,1E0943DD
75976C89,visualization,022C6839
75B3D5DE,agents,0059F32E
75C78166,3d visualization,022C6839
75D7B357,mosaic,0699BEE7
75FDCF36,structured data,0090990D
7600FD7E,spectrum,099F6B15
761A4EBA,evaluation,010D85B2
76248179,web service,021EE282
765FB72C,user interface,0555BE69
7674A93E,distributed computing,072BDC64
7674A93E,ranking,0BCC2418
7681C91F,cross validation,019EC1A3
76877887,hci,0667AC6E
76884303,satisfiability,0A0F4889
768F76CD,iterative design,06552F9F
769C39F7,semantic search,09EB6ABF
76A05B04,wikipedia,00258A22
76B45B19,world wide web,0826DA74
76B5EAA3,social networks,05242AA7
76BD5458,web 2 0,0825DD0F
76D1F5F5,service discovery,0896BEFA
76D27CA4,relational database management system,01743C2E
76D62AC3,xml,00863DF2
76F459BD,rdf,08CAA204
77323243,web pages,014F152B
773992CE,performance,03D62B2D
773D4A89,profitability,07B5E46C
77839359,dynamic data,0BC287AB
77B09DD0,top down,08181D6E
77BB9115,uniform resource locator,01A7430C
77CEA33E,data processing,084656E4
77CF59C8,human factors,09F03076
77D9DBE0,load balance,084E025B
77EFC7F6,data integrity,02032DFA
77F27761,e commerce,04AF4EC1
77FF1D39,distributed systems,072BDC64
78158D46,server,059A455C
7821E34F,web service,021EE282
78440F81,reinforcement learning,05D05EDF
785AE49E,vertical integration,0ACC6E76
7873FBCF,question answering,02A3D790
7873FBCF,ugc,06099CD9
7888CA2F,computer science,0271BC14
78976938,relevance,096D3F16
78AA613B,work in progress,0A6E457B
78CDBB9D,html,08448679
78D19500,bias,0761D79D
78DF5200,distributed computing environment,00390FDD
78E7087D,information visualization,0B0FB55B
78EBC30D,web search engine,1F1A457A
78FA02F6,xml,00863DF2
79064342,web search engine,1F1A457A
79118DEE,business model,0040583A
792CB7DA,data exchange,00F1CA12
79355E83,bottom up,08181D6E
79355E83,latent semantic analysis,0A240858
79393E5D,pattern matching,041AB807
79536B8E,internet access,04FF6FC3
7973F844,side effect,0034B4CC
7987EDEC,data structure,09ACCB7D
79965247,path planning,04D517A5
79B43CCF,p2p,1FE26BE6
79BCA9D5,search engine,05D52366
79CE19D7,www,0826DA74
7A15BAA6,qos,004E1EE9
7A2486FA,web,0826DA74
7A2B9215,crawling,05FB8228
7A4CE2F3,word order,0437FB04
7A5D183C,text analysis,044294F0
7A62AE6B,bibliometrics,0AA0E1DA
7A6C1DE1,personalisation,0AE867C7
7A8DBFA7,data integrity,02032DFA
7AA2A7F6,indexation,0B1AE4E8
7AA6F7B2,owl,0608A6F7
7AFDC61D,document clustering,0A9B1C9E
7B07B31C,java,20AD2170
7B0D05AC,modular function,048414E4
7B11131F,design,025FEB36
7B11EF83,topic modeling,0A3BB9C0
7B18B4E6,web interface,0555BE69
7B2582E5,web pages,014F152B
7B27682D,information retrieval,0160D514
7B2A8CC6,emotion,0628CE72
7B2BCFFE,visual programming language,07AAF762
7B3A99DF,semantic processing,0BCBEEBB
7B584CAA,access control,1F75EC2F
7B65BD74,social network,05242AA7
7B65E530,automatic control,09F61B6E
7B6CB2F3,cost efficiency,00B1AF6E
7B82D34B,false positive rate,05B7A8B6
7B8606AB,intelligent design,03AB6379
7BCD1BD8,framework,048F9371
7C0410B7,information retrieval,0160D514
7C18A227,world wide web,0826DA74
7C1BBBCE,emerging markets,0737A511
7C26087A,information quality,02BDA742
7C477776,rdf,08CAA204
7C5E072F,web service,021EE282
7C8F060C,wais,055A35B8
7C9529E8,business process,05164482
7C9529E8,business process management,04C96ED8
7C9529E8,process management,0BA0E97F
7CB013F9,incomplete information,06C15ECF
7CBDF947,synchronization,061D98EF
7CD76CA6,level of service,03759481
7CEDBAF7,resource description framework,08CAA204
7D145E1B,polymorphism,08ECCF25
7D1EF9A9,evolution,09F93DAF
7D1EF9A9,social network analysis,06D662E0
7D2126EF,spam,095F300A
7D27AF79,relational learning,0A9A31BF
7D2900FF,cloud computing,04C451DB
7D2CE87A,web service,021EE282
7D32E13D,anti phishing,04FF9DAB
7D39AB10,wavelets,02D3C4BC
7D3A53BE,social interaction,07C09FE0
7D3A53BE,web service,021EE282
7D43C0CA,satisfiability,0A0F4889
7D4A44A2,collective intelligence,054EE7BB
7D4D4988,behavioral targeting,09D9E72D
7D4E1CB9,reputation,02E89B27
7D52D7AE,web service,021EE282
7D5735E5,privacy,04A33560
7D5A6C2F,text mining,044294F0
7D65F59D,secure communication,1E73423D
7D6A865F,phishing,04FF9DAB
7D85D39D,ssl,08D4FCE9
7D87169B,time series,09064767
7D880298,interviews,017B1D73
7DA0ADFB,longest path,00165C5B
7DA761E7,structured data,0090990D
7DAD4E2E,profitability,07B5E46C
7DBED262,common sense knowledge,01D20B73
7DBF7E7B,common knowledge,01DA51B9
7DC45720,world wide web,0826DA74
7DC9BF2F,marketing strategy,058B8FDB
7DD91B1A,applications,07369583
7DD91B1A,xml,00863DF2
7DDB5FA1,world wide web,0826DA74
7DFA05CE,search engine,05D52366
7E13EC7C,feedback,063B0316
7E334ADF,web crawlers,00D1B74C
7E355107,interaction effects,000D0DDA
7E43B52B,user model,04093723
7E4DF86A,synchronization,061D98EF
7E516A4E,qos,004E1EE9
7E57E586,emotion,0628CE72
7E5F3B25,semantic technologies,0068FFAA
7E617DD0,word segmentation,05DF0427
7E9369DA,data streams,05511093
7E982D88,conceptual model,00CF9FEB
7E9E431B,social network,05242AA7
7EABF875,recommender system,213A570A
7EB38F65,security,1F734584
7EB38F65,web services,021EE282
7EB42A95,compactness,011C8F04
7EC0755E,world wide web,0826DA74
7ECDB865,language,0A7600ED
7ED16B87,distributed computing,072BDC64
7ED1A02C,web search engine,1F1A457A
7EE672EE,linked data,041E01D9
7EEC0318,file sharing,20DD7F51
7EF72C0B,data mining,0765A2E4
7F00E9BA,information extraction,0BABCAD2
7F0323A4,web pages,014F152B
7F07AA9B,social media,1EEA6379
7F07AA9B,synchronization,061D98EF
7F0C6E4B,public key encryption,0C1A7D17
7F0D278F,mel frequency cepstral coefficient,090F2D6E
7F0F6BB4,data mining,0765A2E4
7F1ED44E,java,20AD2170
7F353A78,market segmentation,07780DDB
7F38E138,community,004609FA
7F3EEA29,betweenness centrality,06F9F890
7F64D23E,information extraction,0BABCAD2
7F68E2F0,world wide web,0826DA74
7F697040,web services,021EE282
7F6B29EB,world wide web,0826DA74
7F7527E6,skos,01BF69B5
7F754C6C,vector space model,05588093
7F7E60B4,distributed web crawling,01131F0C
7F7F7237,internet access,04FF6FC3
7F81C5FF,privacy,04A33560
7F83122F,human computer interaction,0667AC6E
7F831680,social networks,05242AA7
7F9825A1,usability,0A23FD55
7FA50BA7,context sensitive,0343F9B1
7FA8586A,usability,0A23FD55
7FAD1208,information integration,01FC846D
7FBBDE52,web of things,05AEE99C
7FC5B747,interface,0674010B
7FD4CA46,budget constraint,0081CA22
7FD89202,attention,040D1BA8
7FD89202,mobile web,1ECD34E6
7FEF03E1,input output analysis,057331A8
7FF8B25B,services,02A1D9D3
7FFC3A0C,social network,05242AA7
800AFFC9,measurement,02CB6F12
800B92E8,html,08448679
8014E3F3,web accessibility,0B9A6D27
801AA187,web pages,014F152B
801EA133,social network,05242AA7
8031AE50,community structure,07EEA35C
8037F044,semantic web,00207EA7
80384D86,knowledge representation,099D42EF
80402C28,social networks,05242AA7
806384DF,information visualization,0B0FB55B
80693F36,web navigation,03A4415E
807756FB,relevance,096D3F16
807B1974,real time,04BB9B33
807BA912,web search engine,1F1A457A
807DCB9A,data model,0090990D
8081553D,recommender system,213A570A
808FF8BF,high throughput,030F20FC
80A16684,xslt,08F98064
80A77F7A,qos,004E1EE9
80AC48C5,quality of service,004E1EE9
80B0F650,information system,0ABD9D9D
80C50E5B,software component,0A697672
80C6F7EA,operating system,06ABC255
80D1B02E,stationary distribution,05E5E32F
80D225D3,personalization,0AE867C7
80DB09D4,design,025FEB36
80DB09D4,standardization,0B35FD98
80E9CD4C,soap,0110D969
80F18574,web design,1F128082
810FD742,search engine,05D52366
81148DCC,story,0BDD0485
8119D569,topography,0095A67C
8132523D,personalization,0AE867C7
8139CA6C,www,0826DA74
813A4F4C,system biology,0919714E
81421E17,data replication,0432D821
814D9F9D,visual cues,06A36133
8157AA83,rdf,08CAA204
839329FF,replication,00C01ECE
83EC6DF5,metadata,0592FC03
859A6080,search engines,05D52366
859CAC08,knowledge management,0361C4E6
85B70D35,efficiency,067A7532
86310241,social media,1EEA6379
8633CAD6,health,081B9F1B
0019D7E3,collaborative filtering,0149209A
00F024F8,html5,0502B581
022430F5,decision support system,0665AEB3
036185F0,crowdsourcing,03B58E50
046ACDDC,document clustering,0A9B1C9E
0472D8CD,active learning,0190AC43
04BA13C6,human factors,09F03076
04EDEDB3,web applications,07125B99
05CCE9AF,web personalization,0AE867C7
0707CE28,social media,1EEA6379
08895CB7,information retrieval,0160D514
09CF4A92,navigation,0ACE8619
0B118482,human interaction,056D11BB
0B4A0A84,data transfer object,05110DC2
0C518D9D,p2p,1FE26BE6
0E892CFA,requirements engineering,0064C533
3D669748,recommender systems,213A570A
585F3F61,speech recognition,01B2BA4A
58880CED,indigenous,0355DA61
58E4F5E2,software systems,08E2F5EA
5A26A800,web server,00ADD5F2
5A77A7C3,web accessibility,0B9A6D27
5AB278C2,artificial intelligent,093C4716
5AB2C3CE,conversion,0B679808
5B08054C,web pages,014F152B
5B92BFC9,mobile agent,050F18A9
5BC9DEF0,data model,0090990D
5BDA4DC4,software agent,0059F32E
5CF4DEF0,media,02DF3F69
5D23ABA9,estimation,03C8C972
5D4E8FB9,e commerce,04AF4EC1
5D95CC7C,web mining,0BBEAF3D
5DDBB783,proxy,0653F883
